iter	MultiClass
579	0.01573225672
580	0.0156943775
581	0.01565621581
582	0.0156313264
583	0.01557279207
584	0.0155271951
585	0.01548526901
586	0.01546107509
587	0.01542850576
588	0.01539698734
589	0.01536763383
590	0.01532834316
591	0.01528857989
592	0.01525657978
593	0.01522603081
594	0.01520125207
595	0.01517370865
596	0.01512985916
597	0.01509418779
598	0.0150578973
599	0.01502649571
600	0.01499373401
601	0.0149634665
602	0.01492767446
603	0.01489431624
604	0.01485635889
605	0.01482584219
606	0.01478032645
607	0.01474042072
608	0.01471167638
609	0.01468476752
610	0.01465786781
611	0.01463440716
612	0.01459992012
613	0.0145539539
614	0.01452090259
615	0.01449482537
616	0.01446481846
617	0.01443596741
618	0.01441137101
619	0.01437381315
620	0.01434870727
621	0.0143226738
622	0.01430073971
623	0.01427606865
624	0.01425352395
625	0.01422758572
626	0.01419349434
627	0.01415687137
628	0.01413113084
629	0.01410584735
630	0.01408194798
631	0.01404013753
632	0.01401240992
633	0.01398708467
634	0.01395714713
635	0.01392733913
636	0.01389842134
637	0.01386851065
638	0.0138457632
639	0.01381640036
640	0.01379049835
641	0.01375940399
642	0.01373285689
643	0.01370900212
644	0.01368629326
645	0.01364757644
646	0.01362181754
647	0.01359101259
648	0.01357121438
649	0.01354668787
650	0.01352386212
651	0.01349811437
652	0.01347364184
653	0.01345141797
654	0.01342334029
655	0.01338516211
656	0.01335493379
657	0.01331912231
658	0.01329690359
659	0.01327022836
660	0.0132365183
661	0.0131908286
662	0.01316840032
663	0.01314077307
664	0.01312140888
665	0.01309431676
666	0.0130690186
667	0.01303330227
668	0.01300274744
669	0.01298414568
670	0.01296000469
671	0.01293666626
672	0.01291182838
673	0.01288728671
674	0.01286558391
675	0.01281372316
676	0.01279013431
677	0.01276417789
678	0.0127444171
679	0.01272509673
680	0.0127065396
681	0.01267685193
682	0.01265603171
683	0.01263694576
684	0.01261731061
685	0.01259897829
686	0.01256227161
687	0.01254214711
688	0.01251401051
689	0.01248451012
690	0.01246351153
691	0.01244446623
692	0.01241827844
693	0.01239724274
694	0.01237309414
695	0.0123574057
696	0.01232982396
697	0.01230626046
698	0.012277368
699	0.01225418749
700	0.0122327356
701	0.01221808162
702	0.01219437556
703	0.01217082066
704	0.01215180962
705	0.01212388415
706	0.01210350495
707	0.01208906053
708	0.01207003524
709	0.01204889505
710	0.01202635986
711	0.0119975791
712	0.0119792496
713	0.01196005351
714	0.01194486534
715	0.01191924621
716	0.01190063635
717	0.01188263316
718	0.01186038071
719	0.01183438763
720	0.01180868572
721	0.01178680144
722	0.01176916517
723	0.01175281057
724	0.01173522801
725	0.01171929661
726	0.01169329814
727	0.01167374056
728	0.01165459518
729	0.01163311485
730	0.01161271858
731	0.0115950486
732	0.01157679485
733	0.01155596562
734	0.01153955733
735	0.01150900058
736	0.01148964407
737	0.01147032394
738	0.01145195885
739	0.01143165319
740	0.011415214
741	0.01139521199
742	0.01137000527
743	0.01134532429
744	0.01132799386
745	0.01131350467
746	0.01128795661
747	0.01127142578
748	0.01125552321
749	0.011233739
750	0.01121237408
751	0.01118946545
752	0.01116869133
753	0.01114382685
754	0.01112363452
755	0.01109618995
756	0.01107501607
757	0.01105866738
758	0.01104585693
759	0.01101877229
760	0.0110028851
761	0.01098176588
762	0.01096362256
763	0.01095009474
764	0.0109311629
765	0.01091367163
766	0.01089609953
767	0.01088075176
768	0.01086126537
769	0.01084656307
770	0.01083438731
771	0.01081935601
772	0.01080330624
773	0.01078412542
774	0.01076813046
775	0.01075196742
776	0.01073797614
777	0.01072045693
778	0.01070544169
779	0.01069176936
780	0.0106742909
781	0.01065327241
782	0.01063529847
783	0.01061749318
784	0.01060206935
785	0.01057850005
786	0.01055777469
787	0.01053524098
788	0.01051951263
789	0.01050497152
790	0.01048651927
791	0.01046407702
792	0.01044845061
793	0.01043624677
794	0.01041460437
795	0.01040495186
796	0.01038774879
797	0.01037210493
798	0.01035015951
799	0.01033777991
800	0.0103174255
801	0.01030214511
802	0.01027582206
803	0.01026011477
804	0.01024478936
805	0.01022632829
806	0.01021356086
807	0.01019395454
808	0.01017705647
809	0.01016341317
810	0.01015066981
811	0.01013972474
812	0.01012863581
813	0.01011410495
814	0.01010154238
815	0.01009114497
816	0.01007805687
817	0.01006580772
818	0.01005169689
819	0.010024604
820	0.01000564188
821	0.009994448636
822	0.009977898623
823	0.009965507721
824	0.009946676216
825	0.009931930827
826	0.009913167899
827	0.009898407509
828	0.009882143673
829	0.009870622326
830	0.009854857808
831	0.009836293852
832	0.009822607118
833	0.009811623858
834	0.00980017257
835	0.009784855289
836	0.009773175543
837	0.009760063188
838	0.009746043909
839	0.009738814118
840	0.009718113167
841	0.009697519321
842	0.009687130856
843	0.009676708483
844	0.009667742704
845	0.009648404913
846	0.009639486606
847	0.009622862191
848	0.00960563732
849	0.009595614797
850	0.009579168453
851	0.009565429264
852	0.009551374654
853	0.009539116452
854	0.009525071693
855	0.009511483616
856	0.009499813121
857	0.009483795792
858	0.009471789012
859	0.009457851503
860	0.009447671709
861	0.009431095535
862	0.009421233326
863	0.009410501466
864	0.009395316142
865	0.009384048151
866	0.009354087492
867	0.009339288537
868	0.009325158207
869	0.009312546392
870	0.009296297831
871	0.009276263484
872	0.0092655879
873	0.009254999441
874	0.009240965136
875	0.00923155429
876	0.00922035571
877	0.009209631575
878	0.009195738817
879	0.009185009513
880	0.009172249169
881	0.009160155764
882	0.009146869128
883	0.009135235884
884	0.009126243816
885	0.009113336613
886	0.009104135707
887	0.009084478752
888	0.009072965483
889	0.009062598461
890	0.009047598563
891	0.009034725358
892	0.009022700498
893	0.009010276848
894	0.008992582156
895	0.00897936755
896	0.008967948697
897	0.00895655057
898	0.008932622623
899	0.008915458384
900	0.008902710531
901	0.008888240132
902	0.008874852045
903	0.008858980376
904	0.008842790415
905	0.008831155252
906	0.008822188172
907	0.008812270187
908	0.008804384906
909	0.008792114707
910	0.008781043862
911	0.008772988386
912	0.008761688949
913	0.008751270503
914	0.008743261017
915	0.008733825028
916	0.008721714164
917	0.008711864231
918	0.008700454066
919	0.00869174228
920	0.008684793336
921	0.008674224366
922	0.008665627818
923	0.008657295704
924	0.008647126258
925	0.008629213086
926	0.008620021954
927	0.008609480563
928	0.008596600157
929	0.008587679697
930	0.008575811617
931	0.008561721477
932	0.008552389264
933	0.008543950149
934	0.00853345175
935	0.008521828564
936	0.008503346098
937	0.008495651816
938	0.00848551598
939	0.008471694296
940	0.008454216411
941	0.008440677154
942	0.008428116749
943	0.008416178618
944	0.008406629556
945	0.008396146282
946	0.008386104412
947	0.008374699162
948	0.008361491238
949	0.00835273896
950	0.008345427716
951	0.008338555714
952	0.008326234598
953	0.00831580012
954	0.008304013203
955	0.008293711773
956	0.008284355462
957	0.008271978522
958	0.008260874653
959	0.008247403334
960	0.008238234389
961	0.008228712153
962	0.008219987152
963	0.008207438305
964	0.00820031881
965	0.008188800972
966	0.008181756664
967	0.008166175169
968	0.008154804341
969	0.008143717613
970	0.008131204036
971	0.008119888952
972	0.008111901365
973	0.00810403759
974	0.008094600176
975	0.008083596353
976	0.008072669502
977	0.008063114237
978	0.008054089469
979	0.008044045581
980	0.008036998352
981	0.008021855341
982	0.008015007879
983	0.008004734488
984	0.007996957398
985	0.007986295246
986	0.007973973182
987	0.00796661343
988	0.007957348933
989	0.007950570027
990	0.007941845236
991	0.007930652249
992	0.007922690688
993	0.00791462988
994	0.0079053458
995	0.007896847121
996	0.007891189389
997	0.007883116096
998	0.00787244328
999	0.007863234285
